Order_ID,Customer_ID,Fecha_de_compra,Categoría_producto,Producto,Precio_unitario,Cantidad,Total_venta,Método_de_pago,Ubicación_cliente,Dispositivo_de_compra,Fuente_de_tráfico,Tiempo_de_navegación,Descuento_aplicado,Satisfacción_cliente
535,9810,2024-01-07 19:47:00,Juguetes,Peluche,29.59,4,118.36,Criptomoneda,"Ciudad 17, País 7",Móvil,Orgánico,15,No,5
536,6581,2024-02-14 08:35:00,Electrónica,Smartphone,435.68,5,2178.4,Criptomoneda,"Ciudad 29, País 4",Tablet,Referido,1,No,1
537,6111,2024-01-13 10:07:00,Deportes,Balón,331.11,2,662.22,PayPal,"Ciudad 12, País 10",PC,Redes Sociales,6,Sí,1
538,8626,2024-02-24 19:55:00,Juguetes,Muñeca,10.72,4,42.88,Criptomoneda,"Ciudad 38, País 1",PC,Orgánico,24,No,4
539,1002,2024-02-13 05:45:00,Ropa,Camisa,350.11,1,350.11,Transferencia bancaria,"Ciudad 15, País 7",Tablet,Redes Sociales,18,Sí,2
540,1004,2024-03-01 14:57:00,Hogar,Cafetera,8.18,4,32.72,PayPal,"Ciudad 33, País 6",Tablet,Referido,12,Sí,3
541,5453,2024-01-24 21:37:00,Ropa,Pantalón,425.29,5,2126.45,Tarjeta de crédito,"Ciudad 20, País 3",PC,Referido,26,Sí,2
542,9029,2024-01-12 23:59:00,Belleza,Perfume,384.14,2,768.28,Tarjeta de crédito,"Ciudad 40, País 9",PC,Pago,8,Sí,3
543,7610,2024-02-29 14:17:00,Electrónica,Smartphone,184.78,4,739.12,Transferencia bancaria,"Ciudad 46, País 8",Móvil,Redes Sociales,6,Sí,2
544,9791,2024-01-01 23:51:00,Belleza,Afeitadora,91.7,3,275.1,Tarjeta de crédito,"Ciudad 20, País 5",Móvil,Orgánico,7,No,5
545,9689,2024-02-02 07:38:00,Deportes,Bicicleta,148.8,4,595.2,Transferencia bancaria,"Ciudad 17, País 3",PC,Pago,16,No,4
546,1758,2024-02-06 11:13:00,Hogar,Mesa,13.39,5,66.95,PayPal,"Ciudad 42, País 2",PC,Pago,15,Sí,2
547,3622,2024-01-12 19:46:00,Juguetes,Peluche,54.52,1,54.52,Criptomoneda,"Ciudad 8, País 10",PC,Orgánico,24,No,1
548,1291,2024-02-08 21:55:00,Deportes,Pesas,406.88,2,813.76,Tarjeta de crédito,"Ciudad 37, País 7",PC,Redes Sociales,16,Sí,5
549,9487,2024-01-20 20:27:00,Hogar,Cafetera,417.13,1,417.13,PayPal,"Ciudad 45, País 9",Móvil,Referido,23,No,5
550,6139,2024-01-28 10:04:00,Juguetes,Carro de juguete,396.59,3,1189.77,PayPal,"Ciudad 16, País 10",Móvil,Referido,25,Sí,5
551,9300,2024-02-05 22:03:00,Belleza,Shampoo,460.29,4,1841.16,Criptomoneda,"Ciudad 40, País 9",Móvil,Pago,19,No,2
552,4297,2024-02-17 03:47:00,Ropa,Zapatos,271.58,4,1086.32,Tarjeta de crédito,"Ciudad 46, País 8",PC,Redes Sociales,5,Sí,3
553,1279,2024-02-21 20:08:00,Belleza,Crema,375.21,3,1125.63,Criptomoneda,"Ciudad 29, País 3",PC,Redes Sociales,17,Sí,5
554,2618,2024-01-30 05:21:00,Hogar,Cafetera,175.73,2,351.46,Tarjeta de crédito,"Ciudad 48, País 7",Móvil,Redes Sociales,20,No,1
555,8979,2024-02-11 21:09:00,Ropa,Camisa,62.61,2,125.22,PayPal,"Ciudad 17, País 4",Móvil,Orgánico,4,No,3
556,2312,2024-01-30 07:20:00,Deportes,Bicicleta,422.75,5,2113.75,Criptomoneda,"Ciudad 32, País 10",Móvil,Orgánico,21,Sí,1
557,2947,2024-02-22 07:37:00,Electrónica,Auriculares,192.48,1,192.48,PayPal,"Ciudad 23, País 1",Móvil,Orgánico,6,Sí,1
558,3396,2024-01-28 01:19:00,Hogar,Sofá,401.04,4,1604.16,Criptomoneda,"Ciudad 25, País 9",PC,Pago,3,Sí,3
559,5089,2024-02-10 13:27:00,Belleza,Afeitadora,262.18,5,1310.9,Transferencia bancaria,"Ciudad 50, País 5",Móvil,Redes Sociales,8,Sí,1
560,7396,2024-02-20 07:16:00,Deportes,Pesas,367.49,4,1469.96,Tarjeta de crédito,"Ciudad 45, País 3",PC,Redes Sociales,5,Sí,5
561,1066,2024-01-01 10:14:00,Juguetes,Carro de juguete,221.1,3,663.3,Criptomoneda,"Ciudad 13, País 10",PC,Referido,9,No,1
562,5146,2024-02-29 08:26:00,Deportes,Raqueta,415.83,3,1247.49,Criptomoneda,"Ciudad 13, País 6",PC,Orgánico,29,No,1
563,2959,2024-01-13 13:20:00,Electrónica,Smartphone,317.49,1,317.49,Criptomoneda,"Ciudad 40, País 9",Tablet,Redes Sociales,4,No,1
564,8904,2024-01-17 22:01:00,Electrónica,Auriculares,499.93,5,2499.65,Criptomoneda,"Ciudad 42, País 5",Tablet,Orgánico,2,No,2
565,3006,2024-01-08 00:07:00,Deportes,Balón,443.21,5,2216.05,PayPal,"Ciudad 9, País 10",Móvil,Pago,11,Sí,2
566,1327,2024-02-29 18:04:00,Hogar,Silla,433.26,5,2166.3,Tarjeta de crédito,"Ciudad 48, País 1",Móvil,Orgánico,25,Sí,2
567,8681,2024-01-02 21:27:00,Juguetes,Carro de juguete,66.25,1,66.25,PayPal,"Ciudad 21, País 2",PC,Redes Sociales,17,Sí,5
568,3761,2024-02-02 19:46:00,Ropa,Zapatos,127.05,1,127.05,Tarjeta de crédito,"Ciudad 9, País 10",Tablet,Orgánico,19,Sí,4
569,5665,2024-01-04 23:03:00,Electrónica,Smartphone,435.55,2,871.1,Criptomoneda,"Ciudad 3, País 6",Móvil,Redes Sociales,8,Sí,2
570,3685,2024-02-11 07:52:00,Ropa,Pantalón,486.24,2,972.48,Tarjeta de crédito,"Ciudad 11, País 9",Móvil,Orgánico,14,Sí,2
571,4320,2024-01-04 18:04:00,Ropa,Camisa,254.13,3,762.39,Transferencia bancaria,"Ciudad 25, País 10",PC,Orgánico,18,No,1
572,7808,2024-02-16 18:02:00,Hogar,Mesa,478.53,4,1914.12,PayPal,"Ciudad 34, País 10",Tablet,Referido,7,Sí,1
573,2460,2024-02-24 23:36:00,Electrónica,Smartphone,285.79,3,857.37,Criptomoneda,"Ciudad 27, País 5",PC,Pago,27,No,3
574,6558,2024-02-20 21:37:00,Juguetes,Muñeca,37.35,4,149.4,Transferencia bancaria,"Ciudad 4, País 6",PC,Referido,19,Sí,3
575,9193,2024-01-06 12:10:00,Belleza,Shampoo,312.72,4,1250.88,PayPal,"Ciudad 4, País 5",Tablet,Redes Sociales,9,Sí,4
576,7519,2024-01-08 01:22:00,Belleza,Afeitadora,389.52,1,389.52,PayPal,"Ciudad 42, País 9",PC,Pago,6,No,4
577,3361,2024-01-11 16:24:00,Electrónica,Laptop,122.75,1,122.75,Criptomoneda,"Ciudad 6, País 8",PC,Pago,28,Sí,5
578,3943,2024-02-17 02:21:00,Deportes,Pesas,217.12,4,868.48,Criptomoneda,"Ciudad 28, País 10",Móvil,Redes Sociales,16,No,5
579,2872,2024-01-08 22:23:00,Ropa,Chaqueta,123.33,5,616.65,Criptomoneda,"Ciudad 25, País 1",Tablet,Referido,11,No,2
580,6644,2024-01-17 14:29:00,Electrónica,Monitor,146.58,5,732.9,Criptomoneda,"Ciudad 21, País 7",Tablet,Pago,19,No,4
581,2892,2024-01-05 06:22:00,Electrónica,Teclado,73.29,1,73.29,PayPal,"Ciudad 50, País 5",Tablet,Redes Sociales,14,Sí,2
582,2059,2024-02-18 09:54:00,Belleza,Crema,233.87,2,467.74,Criptomoneda,"Ciudad 43, País 1",PC,Redes Sociales,29,No,2
583,6903,2024-01-15 09:33:00,Belleza,Maquillaje,479.63,4,1918.52,Tarjeta de crédito,"Ciudad 3, País 4",Tablet,Redes Sociales,24,Sí,5
584,2201,2024-01-29 15:46:00,Deportes,Pesas,325.94,4,1303.76,Tarjeta de crédito,"Ciudad 19, País 8",Móvil,Pago,18,Sí,4
585,1171,2024-02-26 17:46:00,Deportes,Balón,202.59,4,810.36,Tarjeta de crédito,"Ciudad 31, País 6",Móvil,Redes Sociales,28,Sí,3
586,3524,2024-02-17 19:40:00,Juguetes,LEGO,225.29,4,901.16,Tarjeta de crédito,"Ciudad 14, País 7",Móvil,Referido,27,Sí,2
587,4174,2024-02-12 10:26:00,Hogar,Sofá,150.31,5,751.55,PayPal,"Ciudad 46, País 10",Tablet,Referido,3,No,3
588,3072,2024-01-12 10:16:00,Hogar,Silla,68.87,2,137.74,Tarjeta de crédito,"Ciudad 39, País 10",Móvil,Referido,28,Sí,5
589,9604,2024-01-26 18:20:00,Electrónica,Teclado,254.48,3,763.44,Criptomoneda,"Ciudad 39, País 1",Móvil,Pago,19,No,2
590,6413,2024-02-19 06:55:00,Ropa,Pantalón,303.85,5,1519.25,PayPal,"Ciudad 34, País 2",Tablet,Orgánico,12,No,3
591,6575,2024-01-13 21:28:00,Hogar,Cafetera,204.58,3,613.74,Transferencia bancaria,"Ciudad 44, País 10",Tablet,Referido,10,Sí,4
592,9604,2024-01-03 22:10:00,Deportes,Bicicleta,350.06,4,1400.24,Criptomoneda,"Ciudad 45, País 7",PC,Pago,4,No,2
593,1712,2024-01-17 16:56:00,Juguetes,LEGO,162.09,1,162.09,Criptomoneda,"Ciudad 26, País 10",Móvil,Orgánico,4,No,2
594,9437,2024-02-24 09:57:00,Belleza,Shampoo,80.06,2,160.12,Criptomoneda,"Ciudad 22, País 10",Tablet,Pago,12,Sí,4
595,8588,2024-01-27 07:39:00,Ropa,Pantalón,151.13,1,151.13,Transferencia bancaria,"Ciudad 6, País 1",PC,Pago,10,No,2
596,6118,2024-01-25 09:43:00,Deportes,Pesas,435.46,1,435.46,Transferencia bancaria,"Ciudad 4, País 4",PC,Redes Sociales,30,Sí,2
597,5510,2024-02-03 19:10:00,Deportes,Casco,421.17,5,2105.85,Tarjeta de crédito,"Ciudad 47, País 10",Móvil,Referido,23,Sí,5
598,4676,2024-02-11 16:22:00,Juguetes,Rompecabezas,452.07,3,1356.21,PayPal,"Ciudad 50, País 1",Tablet,Referido,6,No,5
599,5034,2024-01-15 13:22:00,Ropa,Gorra,458.94,5,2294.7,Transferencia bancaria,"Ciudad 12, País 7",Móvil,Pago,25,Sí,2
600,1607,2024-01-23 03:58:00,Juguetes,Carro de juguete,471.1,4,1884.4,PayPal,"Ciudad 15, País 8",Tablet,Pago,11,No,4
601,9550,2024-02-22 12:51:00,Belleza,Crema,233.22,2,466.44,PayPal,"Ciudad 14, País 9",Tablet,Referido,10,Sí,3
602,1959,2024-01-14 18:33:00,Juguetes,Peluche,186.21,5,931.05,Transferencia bancaria,"Ciudad 4, País 10",Tablet,Orgánico,8,Sí,5
603,4320,2024-01-24 05:35:00,Belleza,Shampoo,295.19,1,295.19,PayPal,"Ciudad 20, País 9",Tablet,Pago,20,Sí,5
604,4123,2024-01-12 07:04:00,Electrónica,Laptop,446.91,2,893.82,Tarjeta de crédito,"Ciudad 32, País 9",Móvil,Referido,16,Sí,3
605,9386,2024-02-27 11:09:00,Deportes,Pesas,186.15,4,744.6,Criptomoneda,"Ciudad 4, País 9",Tablet,Referido,30,Sí,1
606,6289,2024-01-08 07:34:00,Electrónica,Teclado,221.72,3,665.16,PayPal,"Ciudad 7, País 3",Móvil,Referido,6,No,2
607,4746,2024-02-14 15:02:00,Electrónica,Auriculares,401.7,5,2008.5,Criptomoneda,"Ciudad 30, País 8",PC,Referido,11,Sí,5
608,7806,2024-01-23 04:49:00,Hogar,Sofá,496.4,3,1489.2,Criptomoneda,"Ciudad 35, País 7",Tablet,Orgánico,9,No,3
609,5920,2024-02-21 10:14:00,Belleza,Crema,228.93,5,1144.65,PayPal,"Ciudad 19, País 7",PC,Pago,23,No,5
610,5674,2024-02-05 09:14:00,Juguetes,Rompecabezas,128.28,5,641.4,Tarjeta de crédito,"Ciudad 21, País 1",Tablet,Pago,7,No,2
611,3505,2024-02-02 10:43:00,Electrónica,Smartphone,445.26,1,445.26,Tarjeta de crédito,"Ciudad 44, País 3",PC,Redes Sociales,23,No,3
612,7138,2024-02-10 16:07:00,Belleza,Afeitadora,397.08,3,1191.24,Transferencia bancaria,"Ciudad 13, País 10",Tablet,Referido,15,No,4
613,5372,2024-02-10 18:04:00,Hogar,Cafetera,218.53,3,655.59,PayPal,"Ciudad 28, País 9",Tablet,Pago,10,Sí,2
614,8727,2024-02-12 06:53:00,Hogar,Silla,56.47,5,282.35,Transferencia bancaria,"Ciudad 45, País 7",PC,Redes Sociales,16,No,4
615,9221,2024-02-07 17:17:00,Electrónica,Auriculares,170.54,1,170.54,PayPal,"Ciudad 6, País 1",Móvil,Orgánico,22,Sí,4
616,6594,2024-01-01 10:46:00,Juguetes,Muñeca,120.32,4,481.28,Transferencia bancaria,"Ciudad 1, País 5",PC,Pago,9,Sí,2
617,7316,2024-02-25 07:29:00,Belleza,Crema,142.23,4,568.92,Transferencia bancaria,"Ciudad 2, País 8",Tablet,Redes Sociales,12,No,5
618,9829,2024-01-27 21:34:00,Ropa,Camisa,485.51,1,485.51,Tarjeta de crédito,"Ciudad 41, País 7",Móvil,Orgánico,23,Sí,5
619,4659,2024-02-12 22:29:00,Deportes,Pesas,208.77,4,835.08,Criptomoneda,"Ciudad 33, País 7",Móvil,Orgánico,12,No,1
620,8800,2024-02-08 20:00:00,Juguetes,Muñeca,207.5,1,207.5,Transferencia bancaria,"Ciudad 13, País 9",Móvil,Redes Sociales,17,Sí,2
621,4321,2024-02-20 13:48:00,Juguetes,Muñeca,415.2,4,1660.8,PayPal,"Ciudad 47, País 7",Móvil,Pago,6,Sí,1
622,7303,2024-02-29 11:00:00,Deportes,Pesas,362.4,4,1449.6,Transferencia bancaria,"Ciudad 24, País 1",Móvil,Orgánico,21,No,1
623,8236,2024-01-06 08:26:00,Belleza,Perfume,14.32,3,42.96,Tarjeta de crédito,"Ciudad 50, País 4",Móvil,Redes Sociales,8,Sí,5
624,7475,2024-02-01 23:28:00,Belleza,Perfume,259.43,1,259.43,Criptomoneda,"Ciudad 14, País 8",Móvil,Redes Sociales,12,Sí,4
625,3309,2024-01-02 05:28:00,Electrónica,Monitor,20.89,3,62.67,Transferencia bancaria,"Ciudad 39, País 6",Tablet,Orgánico,7,Sí,2
626,1232,2024-01-26 20:39:00,Hogar,Cafetera,69.44,2,138.88,Tarjeta de crédito,"Ciudad 2, País 7",Tablet,Pago,22,Sí,4
627,3302,2024-01-02 06:16:00,Electrónica,Teclado,484.83,1,484.83,PayPal,"Ciudad 50, País 7",PC,Redes Sociales,14,Sí,4
628,5143,2024-02-27 21:03:00,Juguetes,Peluche,247.65,5,1238.25,PayPal,"Ciudad 31, País 1",Móvil,Pago,5,No,4
629,3326,2024-01-15 20:10:00,Juguetes,Carro de juguete,185.99,4,743.96,Criptomoneda,"Ciudad 1, País 7",PC,Pago,30,No,2
630,4445,2024-01-04 20:17:00,Deportes,Bicicleta,15.03,3,45.09,Transferencia bancaria,"Ciudad 34, País 10",Tablet,Redes Sociales,27,No,2
631,5117,2024-01-18 23:35:00,Belleza,Maquillaje,82.95,5,414.75,Criptomoneda,"Ciudad 12, País 6",PC,Pago,18,No,5
632,8075,2024-02-07 23:02:00,Belleza,Perfume,294.8,5,1474.0,Transferencia bancaria,"Ciudad 14, País 9",Tablet,Orgánico,4,Sí,5
633,5719,2024-02-29 06:01:00,Deportes,Pesas,359.52,4,1438.08,Tarjeta de crédito,"Ciudad 22, País 5",Tablet,Pago,28,No,4
634,8102,2024-02-24 21:23:00,Hogar,Silla,205.97,2,411.94,Transferencia bancaria,"Ciudad 48, País 8",PC,Redes Sociales,6,Sí,4
635,5295,2024-01-10 15:18:00,Juguetes,Carro de juguete,344.47,5,1722.35,Criptomoneda,"Ciudad 45, País 3",Móvil,Orgánico,28,No,5
636,4775,2024-01-04 16:35:00,Deportes,Pesas,343.05,4,1372.2,Transferencia bancaria,"Ciudad 25, País 7",Tablet,Pago,11,No,3
637,4515,2024-01-16 02:01:00,Hogar,Lámpara,393.36,5,1966.8,Criptomoneda,"Ciudad 40, País 6",Móvil,Pago,23,Sí,2
638,6585,2024-02-20 23:43:00,Belleza,Perfume,118.51,1,118.51,PayPal,"Ciudad 18, País 9",Tablet,Orgánico,26,Sí,4
639,9962,2024-02-11 23:47:00,Ropa,Camisa,7.31,2,14.62,Transferencia bancaria,"Ciudad 8, País 10",Móvil,Orgánico,1,No,5
640,2134,2024-01-06 19:16:00,Hogar,Mesa,347.76,3,1043.28,PayPal,"Ciudad 2, País 1",Móvil,Redes Sociales,8,No,4
641,5834,2024-02-20 10:36:00,Ropa,Zapatos,71.32,2,142.64,Tarjeta de crédito,"Ciudad 43, País 2",PC,Redes Sociales,15,Sí,3
642,4782,2024-02-16 17:11:00,Hogar,Sofá,253.13,1,253.13,Transferencia bancaria,"Ciudad 35, País 1",PC,Redes Sociales,16,No,2
643,8792,2024-02-11 13:57:00,Ropa,Chaqueta,175.23,3,525.69,Criptomoneda,"Ciudad 2, País 4",PC,Orgánico,4,No,4
644,6855,2024-02-11 06:40:00,Juguetes,LEGO,352.42,4,1409.68,Tarjeta de crédito,"Ciudad 43, País 7",Tablet,Redes Sociales,28,Sí,3
645,1619,2024-01-06 07:25:00,Belleza,Crema,40.45,4,161.8,Tarjeta de crédito,"Ciudad 45, País 3",Móvil,Redes Sociales,7,Sí,5
646,6337,2024-01-14 12:29:00,Juguetes,Muñeca,96.23,2,192.46,Tarjeta de crédito,"Ciudad 23, País 9",PC,Pago,23,No,1
647,4774,2024-02-12 11:14:00,Ropa,Chaqueta,176.49,5,882.45,Tarjeta de crédito,"Ciudad 2, País 7",PC,Pago,4,No,2
648,4943,2024-02-19 05:26:00,Electrónica,Laptop,273.05,1,273.05,Transferencia bancaria,"Ciudad 32, País 10",PC,Referido,10,Sí,4
649,1099,2024-01-18 16:58:00,Ropa,Pantalón,139.95,5,699.75,Tarjeta de crédito,"Ciudad 8, País 6",Tablet,Redes Sociales,24,No,3
650,9679,2024-02-20 18:10:00,Deportes,Casco,10.67,1,10.67,Criptomoneda,"Ciudad 37, País 9",Tablet,Pago,28,Sí,4
651,5262,2024-01-29 18:19:00,Belleza,Shampoo,55.22,2,110.44,Transferencia bancaria,"Ciudad 34, País 10",PC,Pago,24,Sí,4
652,7989,2024-01-14 15:42:00,Ropa,Zapatos,464.08,1,464.08,Criptomoneda,"Ciudad 21, País 10",PC,Redes Sociales,29,Sí,5
653,5746,2024-01-19 09:46:00,Ropa,Gorra,20.59,4,82.36,Tarjeta de crédito,"Ciudad 39, País 5",Tablet,Redes Sociales,30,No,1
654,8718,2024-01-05 19:08:00,Deportes,Bicicleta,444.18,3,1332.54,Transferencia bancaria,"Ciudad 14, País 4",PC,Redes Sociales,19,Sí,1
655,2491,2024-01-01 01:52:00,Juguetes,Peluche,337.63,4,1350.52,PayPal,"Ciudad 13, País 8",PC,Orgánico,22,Sí,5
656,2692,2024-02-19 09:39:00,Hogar,Sofá,278.31,2,556.62,Tarjeta de crédito,"Ciudad 47, País 2",Móvil,Redes Sociales,15,Sí,4
657,7335,2024-01-01 20:55:00,Ropa,Gorra,406.51,2,813.02,Criptomoneda,"Ciudad 38, País 10",Móvil,Pago,26,No,3
658,3606,2024-01-31 09:42:00,Hogar,Silla,100.11,3,300.33,PayPal,"Ciudad 9, País 7",Móvil,Referido,7,No,3
659,1053,2024-01-02 20:26:00,Hogar,Mesa,171.49,3,514.47,Tarjeta de crédito,"Ciudad 44, País 2",Tablet,Referido,29,Sí,3
660,6760,2024-01-27 11:02:00,Ropa,Camisa,156.37,1,156.37,Transferencia bancaria,"Ciudad 22, País 1",Tablet,Pago,7,Sí,1
661,1624,2024-02-13 19:51:00,Belleza,Perfume,351.37,5,1756.85,Tarjeta de crédito,"Ciudad 36, País 9",Tablet,Orgánico,10,Sí,3
662,4227,2024-01-13 22:28:00,Belleza,Afeitadora,248.09,2,496.18,Tarjeta de crédito,"Ciudad 48, País 3",Tablet,Referido,27,Sí,2
663,4413,2024-02-05 20:49:00,Electrónica,Laptop,57.56,5,287.8,Transferencia bancaria,"Ciudad 16, País 1",PC,Pago,3,Sí,2
664,2408,2024-01-17 23:35:00,Ropa,Gorra,163.47,2,326.94,PayPal,"Ciudad 34, País 3",Móvil,Referido,26,Sí,4
665,3169,2024-01-17 18:25:00,Hogar,Silla,310.09,4,1240.36,Criptomoneda,"Ciudad 31, País 7",PC,Pago,18,No,3
666,2150,2024-02-07 02:45:00,Hogar,Lámpara,338.09,4,1352.36,PayPal,"Ciudad 9, País 10",PC,Redes Sociales,23,Sí,5
667,8835,2024-02-14 22:34:00,Belleza,Shampoo,143.93,2,287.86,Transferencia bancaria,"Ciudad 19, País 6",Móvil,Redes Sociales,7,No,5
668,3237,2024-02-24 01:21:00,Ropa,Zapatos,139.72,3,419.16,Tarjeta de crédito,"Ciudad 38, País 9",Móvil,Referido,25,Sí,1
669,4285,2024-01-12 00:35:00,Hogar,Sofá,382.9,2,765.8,Transferencia bancaria,"Ciudad 29, País 10",PC,Pago,22,Sí,1
670,2097,2024-02-05 16:44:00,Juguetes,Carro de juguete,114.31,4,457.24,Transferencia bancaria,"Ciudad 29, País 1",Móvil,Redes Sociales,18,Sí,2
671,6963,2024-01-04 02:16:00,Juguetes,Muñeca,26.67,4,106.68,Tarjeta de crédito,"Ciudad 3, País 5",PC,Pago,27,Sí,3
672,1950,2024-02-13 18:52:00,Juguetes,Carro de juguete,288.9,4,1155.6,PayPal,"Ciudad 38, País 5",Móvil,Orgánico,1,No,3
673,3189,2024-02-17 09:13:00,Ropa,Camisa,68.13,4,272.52,Tarjeta de crédito,"Ciudad 23, País 3",Móvil,Redes Sociales,13,No,3
674,7051,2024-02-03 08:48:00,Belleza,Maquillaje,432.01,5,2160.05,Transferencia bancaria,"Ciudad 20, País 2",PC,Orgánico,20,Sí,4
675,5984,2024-02-10 11:57:00,Ropa,Pantalón,169.67,1,169.67,Transferencia bancaria,"Ciudad 36, País 3",PC,Pago,17,No,5
676,9898,2024-01-25 10:39:00,Electrónica,Smartphone,417.82,5,2089.1,Transferencia bancaria,"Ciudad 1, País 2",Móvil,Referido,16,Sí,4
677,4634,2024-01-17 21:33:00,Juguetes,Muñeca,120.7,3,362.1,Transferencia bancaria,"Ciudad 13, País 10",PC,Orgánico,18,Sí,5
678,1616,2024-01-22 09:17:00,Juguetes,Rompecabezas,249.7,1,249.7,PayPal,"Ciudad 20, País 8",Tablet,Redes Sociales,22,No,2
679,3785,2024-01-13 16:03:00,Electrónica,Teclado,438.27,5,2191.35,Tarjeta de crédito,"Ciudad 42, País 10",Tablet,Orgánico,6,No,5
680,9507,2024-01-29 08:02:00,Electrónica,Laptop,138.87,3,416.61,Tarjeta de crédito,"Ciudad 15, País 7",Tablet,Orgánico,20,No,5
681,5003,2024-01-15 14:23:00,Hogar,Mesa,120.76,3,362.28,Transferencia bancaria,"Ciudad 39, País 8",PC,Orgánico,30,No,2
682,9757,2024-02-24 04:59:00,Electrónica,Monitor,69.7,4,278.8,Tarjeta de crédito,"Ciudad 20, País 4",Tablet,Redes Sociales,12,No,1
683,3480,2024-01-16 20:48:00,Hogar,Sofá,323.13,2,646.26,Transferencia bancaria,"Ciudad 35, País 2",Tablet,Referido,23,Sí,2
684,7860,2024-02-15 17:16:00,Juguetes,Carro de juguete,410.84,4,1643.36,PayPal,"Ciudad 6, País 10",PC,Referido,5,Sí,3
685,5081,2024-01-20 08:42:00,Belleza,Maquillaje,269.92,5,1349.6,Tarjeta de crédito,"Ciudad 11, País 9",Tablet,Orgánico,18,No,5
686,5245,2024-01-13 08:24:00,Belleza,Perfume,372.69,2,745.38,Tarjeta de crédito,"Ciudad 38, País 6",PC,Orgánico,11,Sí,2
687,6126,2024-02-07 12:04:00,Belleza,Shampoo,447.68,5,2238.4,Criptomoneda,"Ciudad 30, País 1",PC,Redes Sociales,13,Sí,4
688,9500,2024-02-12 06:13:00,Deportes,Pesas,142.26,3,426.78,Criptomoneda,"Ciudad 8, País 7",PC,Referido,15,No,1
689,8490,2024-01-08 09:49:00,Ropa,Pantalón,429.71,2,859.42,Transferencia bancaria,"Ciudad 5, País 4",Tablet,Referido,22,Sí,1
690,7897,2024-02-04 21:45:00,Juguetes,Carro de juguete,416.51,3,1249.53,Criptomoneda,"Ciudad 35, País 1",Móvil,Pago,27,No,4
691,8533,2024-02-11 18:16:00,Electrónica,Laptop,330.1,3,990.3,PayPal,"Ciudad 37, País 3",Tablet,Redes Sociales,28,Sí,2
692,6367,2024-01-11 13:52:00,Juguetes,Muñeca,188.91,1,188.91,Tarjeta de crédito,"Ciudad 17, País 2",Móvil,Referido,6,No,3
693,4756,2024-01-18 23:41:00,Ropa,Camisa,176.85,2,353.7,Transferencia bancaria,"Ciudad 11, País 7",Móvil,Referido,24,Sí,2
694,2454,2024-01-03 00:15:00,Deportes,Pesas,406.74,3,1220.22,Transferencia bancaria,"Ciudad 38, País 3",PC,Pago,20,No,4
695,1579,2024-02-15 15:20:00,Deportes,Balón,321.42,4,1285.68,Transferencia bancaria,"Ciudad 50, País 7",Móvil,Pago,12,No,5
696,5605,2024-01-09 17:45:00,Juguetes,LEGO,55.64,5,278.2,Criptomoneda,"Ciudad 20, País 2",Móvil,Referido,4,Sí,4
697,7805,2024-02-23 14:07:00,Deportes,Balón,96.66,3,289.98,Criptomoneda,"Ciudad 31, País 9",PC,Referido,26,No,2
698,2932,2024-03-01 07:20:00,Hogar,Cafetera,214.6,3,643.8,PayPal,"Ciudad 21, País 7",Móvil,Pago,26,No,1
699,7095,2024-01-07 18:00:00,Juguetes,Muñeca,84.56,3,253.68,PayPal,"Ciudad 38, País 8",Móvil,Redes Sociales,5,No,3
700,3933,2024-01-16 06:07:00,Belleza,Shampoo,72.37,1,72.37,Criptomoneda,"Ciudad 2, País 4",Tablet,Pago,14,Sí,5
701,1170,2024-02-05 15:39:00,Belleza,Perfume,378.2,2,756.4,Tarjeta de crédito,"Ciudad 37, País 7",PC,Redes Sociales,20,Sí,2
702,5776,2024-02-26 09:49:00,Juguetes,Carro de juguete,395.07,5,1975.35,Transferencia bancaria,"Ciudad 3, País 3",Tablet,Pago,12,Sí,5
703,3341,2024-01-02 04:47:00,Electrónica,Teclado,13.23,1,13.23,Tarjeta de crédito,"Ciudad 31, País 4",PC,Orgánico,30,Sí,1
704,5716,2024-01-31 22:25:00,Belleza,Perfume,236.05,5,1180.25,Criptomoneda,"Ciudad 40, País 1",Tablet,Redes Sociales,12,Sí,3
705,3480,2024-02-07 07:33:00,Juguetes,Peluche,346.29,1,346.29,Transferencia bancaria,"Ciudad 19, País 4",PC,Orgánico,9,Sí,4
706,9340,2024-01-04 17:44:00,Hogar,Lámpara,125.52,4,502.08,Transferencia bancaria,"Ciudad 42, País 1",Móvil,Redes Sociales,3,Sí,2
707,7563,2024-01-10 19:44:00,Electrónica,Teclado,138.4,1,138.4,Transferencia bancaria,"Ciudad 49, País 9",Tablet,Referido,28,No,5
708,1065,2024-02-07 13:14:00,Electrónica,Laptop,32.68,2,65.36,Tarjeta de crédito,"Ciudad 50, País 5",PC,Orgánico,12,Sí,2
709,3524,2024-02-23 16:19:00,Hogar,Cafetera,492.03,5,2460.15,Transferencia bancaria,"Ciudad 37, País 7",PC,Referido,27,No,5
710,9424,2024-02-04 22:43:00,Juguetes,Peluche,41.7,4,166.8,Criptomoneda,"Ciudad 3, País 3",PC,Pago,28,No,1
711,2654,2024-01-25 14:25:00,Ropa,Camisa,245.56,1,245.56,PayPal,"Ciudad 2, País 1",PC,Pago,12,Sí,1
